feature_1,feature_2,feature_3,feature_4,feature_5,numeric_feature_sum,numeric_feature_average,numeric_feature_range,feature_1_x_feature_2
0.358085613,0.300801119,0.196727807,0.346741536,0.690542802,1.892898877,0.3785797754,0.4938149949999999,0.10771255308820096
0.634274771,0.015400528,0.280541527,0.395644095,0.175903703,1.5017646239999998,0.3003529248,0.6188742429999999,0.009768166370479087
0.363905178,0.970672529,0.030734454,0.950243206,0.745204378,3.060759745,0.612151949,0.939938075,0.3532327594454552
0.061323878,0.372281926,0.140028414,0.528501198,0.436800492,1.5389359079999998,0.30778718159999996,0.46717731999999995,0.022829771411629028
0.705265305,0.516019691,0.661262503,0.550039216,0.602679529,3.0352662440000002,0.6070532488,0.18924561399999995,0.3639307847591207
0.422267266,0.280082028,0.574972862,0.729769715,0.417098808,2.424190679,0.4848381358,0.449687687,0.11826947221929543
0.881530643,0.181894844,0.689339053,0.656580667,0.791643342,3.200988549,0.6401977098,0.699635799,0.1603458787897047
0.264741099,0.410360118,0.917383604,0.479010458,0.827355062,2.8988503409999997,0.5797700682,0.652642505,0.10863918862508967
0.843001958,0.517510054,0.08278375,0.536400363,0.93213706,2.911833185,0.582366637,0.8493533099999999,0.43626198880668576
0.112240186,0.11324681,0.228921341,0.497984385,0.604432322,1.556825044,0.3113650088,0.49219213599999995,0.012710843018306661
0.117365467,0.086856133,0.180195633,0.158821272,0.446614019,0.9898525239999999,0.19797050479999997,0.35975788599999997,0.010193910611359111
0.596044286,0.851882674,0.3880308,0.481368221,0.958096654,3.275422635,0.655084527,0.570065854,0.5077598001801008
0.144670295,0.837971491,0.624327848,0.94867111,0.77345652,3.3290972639999996,0.6658194527999999,0.804000815,0.12122958280455985
0.546457298,0.283925715,0.16577325,0.11589181,0.733807503,1.845855576,0.3691711152,0.6179156929999999,0.15515327905161808
0.349667847,0.340252114,0.51708634,0.38777993,0.879207378,2.473993609,0.49479872179999995,0.538955264,0.11897522413957855
0.210824406,0.983460016,0.135210036,0.841076511,0.160754764,2.331325733,0.46626514659999996,0.84824998,0.2073373736979505
0.347368193,0.55502918,0.743741001,0.975033435,0.544734485,3.165906294,0.6331812588,0.627665242,0.19279948331887173
